Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundance: F2: Sample,,,Found in Sample: [S2] F2: Sample,# Protein Groups,Modifications
FALSE,High,Master Protein,Q01518,Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5,0,34.107,10,4,5,4,475,51.9,8.06,10.87,4,0,9380472.875,6.972224732,0.650137811,High,1,
FALSE,High,Master Protein,P02794,Ferritin heavy chain OS=Homo sapiens OX=9606 GN=FTH1 PE=1 SV=2,0,34.387,47,6,8,6,183,21.2,5.55,16.77,6,0,9312010.859,6.969043474,0.649841169,High,1,
FALSE,High,Master Protein,Q9Y3F4,Serine-threonine kinase receptor-associated protein OS=Homo sapiens OX=9606 GN=STRAP PE=1 SV=1,0,23.662,15,4,5,4,350,38.4,5.12,11.3,4,0,9134831,6.960700517,0.649063214,High,1,
FALSE,High,Master Protein,P62306,Small nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=SNRPF PE=1 SV=1,0,14.172,24,2,4,2,86,9.7,4.67,12.1,2,0,9129009.125,6.960423641,0.649037397,High,1,
FALSE,High,Master Protein,Q13616,Cullin-1 OS=Homo sapiens OX=9606 GN=CUL1 PE=1 SV=2,0,45.643,10,7,7,7,776,89.6,8,13.99,7,0,8995182.531,6.954009981,0.648439343,High,1,
FALSE,High,Master Protein,P16403,Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2,0,36.999,19,4,11,1,213,21.4,10.93,25.92,4,0,8930483,6.950874948,0.648147011,High,1,Met-loss [N-Term]; Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q9Y5E4,Protocadherin beta-5 OS=Homo sapiens OX=9606 GN=PCDHB5 PE=2 SV=1,0.007,2.469,2,1,4,1,795,86.4,5,5.67,1,0,8919539.5,6.950342433,0.648097356,High,1,Acetyl [K80]; Phospho [T81]
FALSE,High,Master Protein,Q15366,Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1,0,22.587,23,5,6,4,365,38.6,6.79,10.39,5,1,8896544.375,6.949221349,0.647992818,High,1,
FALSE,High,Master Protein,P13667,Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2,0,24.794,8,4,6,4,645,72.9,5.07,4.03,4,0,8894212.5,6.949107501,0.647982202,High,1,
FALSE,High,Master Protein,O60763,General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2,0,50.381,13,10,11,10,962,107.8,4.91,12.01,10,0,8799947,6.944480057,0.647550708,High,1,
FALSE,Low,Master Protein,Q14165,Malectin OS=Homo sapiens OX=9606 GN=MLEC PE=1 SV=1,0.221,0.49,2,1,5,1,292,32.2,5.41,0,1,0,121600904,,,Medium,1,
FALSE,Medium,Master Protein,P51610,Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2,0.036,1.426,1,1,5,1,2035,208.6,7.46,0,1,0,376375.625,,,High,1,Phospho [T495; T496; T498; T502; S507]
FALSE,High,Master Protein,P61978,Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1,0,53.906,22,7,7,7,463,50.9,5.54,16.18,7,0,8654237.813,6.937228825,0.646874554,High,1,
FALSE,High,Master Protein,O15145,Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens OX=9606 GN=ARPC3 PE=1 SV=3,0,21.139,33,4,6,4,178,20.5,8.59,13.99,4,0,8577324.375,6.933351834,0.646513037,High,1,Met-loss [N-Term]
FALSE,High,Master Protein,Q9Y3I0,RNA-splicing ligase RtcB homolog OS=Homo sapiens OX=9606 GN=RTCB PE=1 SV=1,0,42.541,18,7,7,7,505,55.2,7.23,14.55,7,0,8536366.5,6.931273053,0.646319197,High,1,
FALSE,Low,Master Protein,Q2KHT3,Protein CLEC16A OS=Homo sapiens OX=9606 GN=CLEC16A PE=1 SV=2,0.139,0.747,1,1,5,1,1053,117.6,5.86,0,1,0,423870016,,,High,1,
FALSE,High,Master Protein,P06730,Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=2,0,14.555,17,3,3,3,217,25.1,6.15,5.47,3,0,8471526.5,6.927961674,0.646010421,High,1,
FALSE,High,Master Protein,P62140,Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CB PE=1 SV=3,0,93.779,35,9,13,2,327,37.2,6.19,36.83,9,0,8343927,6.921370496,0.645395815,High,1,
FALSE,Medium,Master Protein,Q6UB99,Ankyrin repeat domain-containing protein 11 OS=Homo sapiens OX=9606 GN=ANKRD11 PE=1 SV=3,0.039,1.355,0,1,5,1,2663,297.7,7.11,10.37,1,0,89243792,,,High,1,Acetyl [K1077]
FALSE,High,Master Protein,P26639,"Threonine--tRNA ligase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS1 PE=1 SV=3",0,12.72,6,4,5,4,723,83.4,6.67,5.8,4,0,8214542.5,6.914583381,0.644762938,High,1,
FALSE,High,Master Protein,O00410,Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4,0,67.159,12,10,11,10,1097,123.6,4.94,17.33,10,0,8128529.563,6.91001199,0.64433667,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P53618,Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3,0,25.956,7,5,5,5,953,107.1,6.05,6.61,5,0,8106290.5,6.908822163,0.644225723,High,1,
FALSE,High,Master Protein,Q13263,Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5,0,49.487,11,6,6,6,835,88.5,5.77,17.1,6,0,8095875,6.908263794,0.644173656,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q01813,"ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2",0,31.418,10,7,7,7,784,85.5,7.55,13.53,7,0,8028420.438,6.904630108,0.643834827,High,1,
FALSE,High,Master Protein,Q6NZI2,Caveolae-associated protein 1 OS=Homo sapiens OX=9606 GN=CAVIN1 PE=1 SV=1,0,45.511,14,5,8,5,390,43.5,5.6,20.42,5,0,7975152,6.901738969,0.643565237,High,1,
FALSE,High,Master Protein,O75822,Eukaryotic translation initiation factor 3 subunit J OS=Homo sapiens OX=9606 GN=EIF3J PE=1 SV=2,0,38.868,28,4,5,4,258,29,4.83,14.37,4,0,7974142,6.901683965,0.643560108,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,Q16881,"Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TXNRD1 PE=1 SV=3",0,22.157,10,4,4,4,649,70.9,7.39,8.35,4,0,7899448.875,6.897596793,0.643178992,High,1,
FALSE,High,Master Protein,P12081,"Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=2",0,11.807,6,3,3,3,509,57.4,5.88,4.28,3,0,7793113,6.891710974,0.642630159,High,1,
FALSE,High,Master Protein,P17844,Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1,0,39.226,17,9,12,5,614,69.1,8.92,29.29,9,0,7763145.75,6.89003774,0.642474135,High,1,
FALSE,High,Master Protein,P35613,Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2,0,50.083,19,5,6,5,385,42.2,5.66,19.39,5,0,7643765.25,6.883307341,0.641846546,High,1,
FALSE,High,Master Protein,Q9UPW5,Cytosolic carboxypeptidase 1 OS=Homo sapiens OX=9606 GN=AGTPBP1 PE=1 SV=3,0.002,3.065,1,1,9,1,1226,138.4,6.15,10.23,1,0,7613805,6.88160175,0.641687506,High,1,Acetyl [K214; K215]; Phospho [S217; S218]
FALSE,High,Master Protein,Q13045,Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII PE=1 SV=2,0,22.237,5,5,5,5,1269,144.7,6.05,11.59,5,0,7607471.5,6.881240334,0.641653805,High,1,
FALSE,High,Master Protein,Q9GZP4,PITH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PITHD1 PE=1 SV=1,0,40.476,30,5,6,5,211,24.2,5.74,10.64,5,0,7569482.938,6.879066214,0.641451075,High,1,
FALSE,High,Master Protein,P40306,Proteasome subunit beta type-10 OS=Homo sapiens OX=9606 GN=PSMB10 PE=1 SV=1,0,33.339,18,3,4,3,273,28.9,7.81,9.1,3,0,7486098.625,6.874255544,0.641002495,High,1,
FALSE,High,Master Protein,Q5RKV6,Exosome complex component MTR3 OS=Homo sapiens OX=9606 GN=EXOSC6 PE=1 SV=1,0,8.849,6,1,1,1,272,28.2,6.28,2.6,1,0,7470361.5,6.873341618,0.640917275,High,1,
FALSE,High,Master Protein,Q14764,Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4,0,19.501,6,4,4,4,893,99.3,5.48,7.31,4,0,7450764.75,6.872200851,0.640810902,High,1,
FALSE,High,Master Protein,Q15370,Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1,0,20.893,36,3,3,3,118,13.1,4.88,6.38,3,0,7418324.5,6.870305827,0.640634197,High,1,
FALSE,High,Master Protein,P02533,"Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4",0,62.943,24,10,15,4,472,51.5,5.16,35.12,10,1,7368860.031,6.867400307,0.640363266,High,1,
FALSE,High,Master Protein,P41250,Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS1 PE=1 SV=3,0,14.652,7,6,6,6,739,83.1,7.03,6.15,6,0,7340316.813,6.865714805,0.640206098,High,1,
FALSE,High,Master Protein,Q71DI3,Histone H3.2 OS=Homo sapiens OX=9606 GN=H3C15 PE=1 SV=3,0,18.134,35,3,3,1,136,15.4,11.27,11.49,3,0,7285568.5,6.862463446,0.639902919,High,1,
FALSE,High,Master Protein,P53999,Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens OX=9606 GN=SUB1 PE=1 SV=3,0.001,4.102,13,2,2,2,127,14.4,9.6,1.95,2,0,7096587,6.851049531,0.638838608,High,1,
FALSE,Low,Master Protein,Q8IY21,Probable ATP-dependent RNA helicase DDX60 OS=Homo sapiens OX=9606 GN=DDX60 PE=1 SV=3,0.146,0.716,1,1,5,1,1712,197.7,7.59,9.08,1,0,125350428,,,High,1,
FALSE,High,Master Protein,Q15369,Elongin-C OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1,0,16.823,23,2,2,2,112,12.5,4.78,5,2,0,7070836.5,6.849470795,0.638691396,High,1,
FALSE,High,Master Protein,P05556,Integrin beta-1 OS=Homo sapiens OX=9606 GN=ITGB1 PE=1 SV=2,0,42.342,8,5,6,5,798,88.4,5.39,17.83,5,0,7024195.563,6.846596594,0.638423386,High,1,
FALSE,High,Master Protein,Q96L21,60S ribosomal protein L10-like OS=Homo sapiens OX=9606 GN=RPL10L PE=1 SV=3,0,15.925,18,5,9,1,214,24.5,10.01,17.97,5,0,6930021.5,6.840734582,0.637876772,Medium,1,
FALSE,High,Master Protein,P09661,U2 small nuclear ribonucleoprotein A' OS=Homo sapiens OX=9606 GN=SNRPA1 PE=1 SV=2,0,23.402,19,4,4,4,255,28.4,8.62,9.31,4,0,6927574.5,6.840581205,0.63786247,High,1,
FALSE,High,Master Protein,Q969Q0,60S ribosomal protein L36a-like OS=Homo sapiens OX=9606 GN=RPL36AL PE=1 SV=3,0,4.879,12,2,3,2,106,12.5,10.65,1.88,2,0,6893599.5,6.838446048,0.637663373,High,1,
FALSE,High,Master Protein,Q9Y276,Mitochondrial chaperone BCS1 OS=Homo sapiens OX=9606 GN=BCS1L PE=1 SV=1,0,5.965,2,1,5,1,419,47.5,8.5,9.73,1,0,6891099,6.838288489,0.637648682,High,1,
FALSE,High,Master Protein,Q99666,RANBP2-like and GRIP domain-containing protein 5/6 OS=Homo sapiens OX=9606 GN=RGPD5 PE=1 SV=3,0,22.444,3,4,4,1,1765,198.8,6.42,6.21,4,2,6849924.625,6.835685793,0.637405988,High,1,
FALSE,High,Master Protein,P30101,Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4,0,49.564,21,9,9,9,505,56.7,6.35,16.6,9,0,6827430.594,6.834257294,0.637272785,High,1,
FALSE,High,Master Protein,P31939,Bifunctional purine biosynthesis protein PURH OS=Homo sapiens OX=9606 GN=ATIC PE=1 SV=3,0,28.583,8,3,3,3,592,64.6,6.71,7.5,3,0,6822565.625,6.833947722,0.637243919,High,1,
FALSE,High,Master Protein,P62861,40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1,0.001,4.144,19,1,3,1,59,6.6,12.15,8.06,1,0,6806941.5,6.832952018,0.637151073,High,1,
FALSE,High,Master Protein,Q04837,"Single-stranded DNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SSBP1 PE=1 SV=1",0,16.282,16,2,2,2,148,17.2,9.6,5.87,2,0,6787257,6.831694294,0.637033794,High,1,
FALSE,High,Master Protein,P16422,Epithelial cell adhesion molecule OS=Homo sapiens OX=9606 GN=EPCAM PE=1 SV=2,0,38.906,17,3,3,3,314,34.9,7.46,10.42,3,0,6756374.25,6.829713698,0.63684911,High,1,
FALSE,High,Master Protein,O95197,Reticulon-3 OS=Homo sapiens OX=9606 GN=RTN3 PE=1 SV=2,0,4.56,1,1,1,1,1032,112.5,4.96,2.56,1,0,6755148.5,6.829634901,0.636841762,High,1,
FALSE,High,Master Protein,Q9NX58,Cell growth-regulating nucleolar protein OS=Homo sapiens OX=9606 GN=LYAR PE=1 SV=2,0,61.176,24,6,7,6,379,43.6,9.54,16.34,6,0,6714097.063,6.826987615,0.636594911,High,1,Met-loss [N-Term]
FALSE,High,Master Protein,P18077,60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2,0,11.789,16,3,4,3,110,12.5,11.06,6.93,3,0,6710792.063,6.826773782,0.636574972,High,1,
FALSE,High,Master Protein,Q00765,Receptor expression-enhancing protein 5 OS=Homo sapiens OX=9606 GN=REEP5 PE=1 SV=3,0.001,4.248,4,1,1,1,189,21.5,8.1,0,1,0,6680999,6.824841407,0.636394784,High,1,
FALSE,High,Master Protein,Q07666,"KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1",0,24.58,7,2,3,2,443,48.2,8.66,7.51,2,0,6552402.5,6.816400567,0.635607702,High,1,
FALSE,High,Master Protein,Q14683,Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2,0,5.625,1,2,4,2,1233,143.1,7.64,2.09,2,0,6534469,6.815210302,0.635496714,High,1,
FALSE,High,Master Protein,P27824,Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2,0,47.73,21,8,8,8,592,67.5,4.6,22.36,8,0,6532466.313,6.815077179,0.635484301,High,1,
FALSE,High,Master Protein,P49588,"Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=AARS1 PE=1 SV=2",0,54.628,10,7,8,7,968,106.7,5.53,16.66,7,0,6441329.125,6.80897549,0.634915338,High,1,
FALSE,High,Master Protein,P61224,Ras-related protein Rap-1b OS=Homo sapiens OX=9606 GN=RAP1B PE=1 SV=1,0,14.617,18,3,4,3,184,20.8,5.78,9.68,3,0,6401720.063,6.806296679,0.634665547,High,1,
FALSE,High,Master Protein,Q9UHB9,Signal recognition particle subunit SRP68 OS=Homo sapiens OX=9606 GN=SRP68 PE=1 SV=2,0,33.293,10,6,6,6,627,70.7,8.56,13.69,6,0,6304999.375,6.799685048,0.634049033,High,1,
FALSE,High,Master Protein,Q14258,E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=2,0,35.251,10,5,5,5,630,70.9,8.09,11,5,0,6139661.625,6.788144437,0.632972908,High,1,
FALSE,High,Master Protein,P12277,Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1,0,36.591,14,4,7,4,381,42.6,5.59,18.1,4,0,6040076,6.781042403,0.632310666,High,1,
FALSE,High,Master Protein,O60884,DnaJ homolog subfamily A member 2 OS=Homo sapiens OX=9606 GN=DNAJA2 PE=1 SV=1,0,25.173,18,4,4,4,412,45.7,6.48,8.57,4,0,5982338.625,6.776870992,0.631921695,High,1,
FALSE,High,Master Protein,Q5SSJ5,Heterochromatin protein 1-binding protein 3 OS=Homo sapiens OX=9606 GN=HP1BP3 PE=1 SV=1,0,40.624,15,6,7,6,553,61.2,9.67,10.24,6,0,5948949.25,6.774440264,0.631695037,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P42704,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3",0,44.582,5,6,6,6,1394,157.8,6.13,10.99,6,0,5939972.969,6.773784469,0.631633887,High,1,
FALSE,High,Master Protein,Q00688,Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Homo sapiens OX=9606 GN=FKBP3 PE=1 SV=1,0,21.075,12,2,3,2,224,25.2,9.28,8.78,2,0,5914272.188,6.771901308,0.631458288,High,1,
FALSE,High,Master Protein,P62820,Ras-related protein Rab-1A OS=Homo sapiens OX=9606 GN=RAB1A PE=1 SV=3,0,32.305,27,4,8,2,205,22.7,6.21,21.17,4,0,5909606,6.771558527,0.631426325,High,1,
FALSE,High,Master Protein,P31946,14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3,0,62.161,39,8,13,4,246,28.1,4.83,31.98,8,0,5892938.813,6.770331932,0.631311948,High,1,
FALSE,High,Master Protein,P07737,Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2,0.001,4.234,10,1,2,1,140,15,8.27,1.98,1,0,5845949.5,6.766855059,0.630987741,High,1,
FALSE,High,Master Protein,P54725,UV excision repair protein RAD23 homolog A OS=Homo sapiens OX=9606 GN=RAD23A PE=1 SV=1,0,22.988,18,5,10,2,363,39.6,4.58,18.81,5,0,5615528.5,6.749390636,0.629359239,High,1,
FALSE,High,Master Protein,Q9NR46,Endophilin-B2 OS=Homo sapiens OX=9606 GN=SH3GLB2 PE=1 SV=1,0,16.951,10,3,4,3,395,43.9,5.99,7.57,3,0,5594920.188,6.747793896,0.629210348,High,1,
FALSE,High,Master Protein,P10155,60 kDa SS-A/Ro ribonucleoprotein OS=Homo sapiens OX=9606 GN=RO60 PE=1 SV=2,0,4.968,5,2,2,2,538,60.6,8.03,2.02,2,0,5565490.375,6.745503436,0.62899677,High,1,
FALSE,High,Master Protein,O14617,AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1,0,29.182,7,6,7,6,1153,130.1,8.48,7.13,6,0,5445145.438,6.736009484,0.628111489,High,1,
FALSE,High,Master Protein,E9PAV3,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1",0,15.892,1,2,4,2,2078,205.3,9.58,9.62,2,0,5428968.844,6.734717349,0.627991002,High,1,Phospho [T1265]
FALSE,High,Master Protein,P55327,Tumor protein D52 OS=Homo sapiens OX=9606 GN=TPD52 PE=1 SV=2,0,27.774,19,3,4,3,224,24.3,4.83,8.11,3,0,5387760,6.731408242,0.627682438,High,1,
FALSE,Low,Master Protein,Q8N109,Killer cell immunoglobulin-like receptor 2DL5A OS=Homo sapiens OX=9606 GN=KIR2DL5A PE=3 SV=1,0.184,0.61,6,1,4,1,375,40.7,8.1,0,1,0,,,,High,1,Phospho [S107; S110; T118]
FALSE,High,Master Protein,Q9UN86,Ras GTPase-activating protein-binding protein 2 OS=Homo sapiens OX=9606 GN=G3BP2 PE=1 SV=2,0,21.437,9,3,4,2,482,54.1,5.55,6.41,3,0,5282248.25,6.722818808,0.626881501,High,1,
FALSE,High,Master Protein,P63313,Thymosin beta-10 OS=Homo sapiens OX=9606 GN=TMSB10 PE=1 SV=2,0,9.108,34,1,1,1,44,5,5.36,2.67,1,0,5221810.5,6.717821107,0.626415481,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens OX=9606 GN=GNB1 PE=1 SV=3,0,22.213,12,3,3,3,340,37.4,6,8.11,3,0,5184635,6.714718187,0.626126143,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,O00425,Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens OX=9606 GN=IGF2BP3 PE=1 SV=2,0,44.627,13,5,7,4,579,63.7,8.87,10.67,5,0,5084074.875,6.706211938,0.625332963,High,1,
FALSE,High,Master Protein,Q08380,Galectin-3-binding protein OS=Homo sapiens OX=9606 GN=LGALS3BP PE=1 SV=1,0,16.327,5,2,3,2,585,65.3,5.27,8.47,2,0,5045414.75,6.702896873,0.625023843,High,1,
FALSE,High,Master Protein,O00571,ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3,0,26.378,13,7,9,6,662,73.2,7.18,13.38,7,0,4929388.625,6.692793059,0.624081695,High,1,
FALSE,High,Master Protein,Q8TAT6,Nuclear protein localization protein 4 homolog OS=Homo sapiens OX=9606 GN=NPLOC4 PE=1 SV=3,0,26.55,9,5,5,5,608,68.1,6.38,5.76,5,0,4919833.625,6.691950416,0.624003121,High,1,
FALSE,High,Master Protein,O43390,Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1,0,32.319,11,7,14,2,633,70.9,8.13,27.56,7,0,4880435.5,6.688458577,0.623677518,High,1,
FALSE,High,Master Protein,Q8IWJ2,GRIP and coiled-coil domain-containing protein 2 OS=Homo sapiens OX=9606 GN=GCC2 PE=1 SV=4,0.007,2.381,2,2,8,2,1684,195.8,5.14,6.12,2,0,4846745.5,6.685450216,0.623396998,High,1,Phospho [Y230]
FALSE,High,Master Protein,P06744,Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4,0,4.891,7,3,3,3,558,63.1,8.32,3.85,3,0,4681355.75,6.670371646,0.621990969,High,1,
FALSE,High,Master Protein,P13647,"Keratin, type II cytoskeletal 5 OS=Homo sapiens OX=9606 GN=KRT5 PE=1 SV=3",0,33.183,12,8,10,6,590,62.3,7.74,19.68,8,0,4649183.75,6.667376711,0.621711701,High,1,
FALSE,High,Master Protein,Q15020,Squamous cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens OX=9606 GN=SART3 PE=1 SV=1,0,16.754,4,3,3,3,963,109.9,5.57,3.32,3,0,4622870.813,6.664911757,0.621481852,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,Master Protein,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform OS=Homo sapiens OX=9606 GN=PIK3CA PE=1 SV=2",0.007,2.551,1,1,7,1,1068,124.2,7.23,0,1,0,4593849.375,6.662176751,0.621226821,High,1,Acetyl [K733]
FALSE,High,Master Protein,P20810,Calpastatin OS=Homo sapiens OX=9606 GN=CAST PE=1 SV=4,0,8.579,6,2,2,2,708,76.5,5.07,3.73,2,0,4587622.438,6.661587668,0.621171891,High,1,
FALSE,Low,Master Protein,P40763,Signal transducer and activator of transcription 3 OS=Homo sapiens OX=9606 GN=STAT3 PE=1 SV=2,0.135,0.783,4,1,3,1,770,88,6.3,0,1,0,,,,High,1,Phospho [S219; S226; Y230]
FALSE,High,Master Protein,P59998,Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens OX=9606 GN=ARPC4 PE=1 SV=3,0,6.354,17,3,4,3,168,19.7,8.43,7.14,3,0,4574335.5,6.660328014,0.621054433,High,1,Met-loss+Acetyl [N-Term]
FALSE,Low,Master Protein,O94988,Protein FAM13A OS=Homo sapiens OX=9606 GN=FAM13A PE=1 SV=2,0.138,0.756,1,1,3,1,1023,116.9,6.48,0,1,0,349234.6016,,,High,1,Phospho [S768; T772]
FALSE,Low,Master Protein,P28332,Alcohol dehydrogenase 6 OS=Homo sapiens OX=9606 GN=ADH6 PE=1 SV=3,0.103,0.965,2,1,3,1,368,39,7.8,1.77,1,0,11109684,,,High,1,
FALSE,High,Master Protein,Q9UHD9,Ubiquilin-2 OS=Homo sapiens OX=9606 GN=UBQLN2 PE=1 SV=2,0,69.505,11,5,17,1,624,65.7,5.22,60.05,5,0,4520863,6.655221346,0.620578252,High,1,
FALSE,Low,Master Protein,Q6XQN6,Nicotinate phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAPRT PE=1 SV=2,0.213,0.503,1,1,3,1,538,57.5,5.68,0,1,0,17590416.5,,,Medium,1,
FALSE,High,Master Protein,Q16890,Tumor protein D53 OS=Homo sapiens OX=9606 GN=TPD52L1 PE=1 SV=1,0,11.254,7,1,1,1,204,22.4,5.62,3.25,1,0,4457481,6.649089501,0.620006477,High,1,
FALSE,Medium,Master Protein,Q5TH69,Brefeldin A-inhibited guanine nucleotide-exchange protein 3 OS=Homo sapiens OX=9606 GN=ARFGEF3 PE=1 SV=3,0.036,1.414,1,2,3,1,2177,240.5,5.82,0,2,0,2131455.75,,,Medium,1,
FALSE,High,Master Protein,P55769,NHP2-like protein 1 OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=3,0,7.471,9,1,1,1,128,14.2,8.46,2.3,1,0,4420145,6.645436516,0.619665848,High,1,
FALSE,Low,Master Protein,Q96RY5,Protein cramped-like OS=Homo sapiens OX=9606 GN=CRAMP1 PE=1 SV=3,0.2,0.541,2,1,3,1,1269,134.6,7.87,0,1,0,82903976,,,Medium,1,
FALSE,High,Master Protein,O95782,AP-2 complex subunit alpha-1 OS=Homo sapiens OX=9606 GN=AP2A1 PE=1 SV=3,0,29.119,6,4,4,2,977,107.5,7.03,9.85,4,1,4372883,6.640767858,0.61923051,High,1,
FALSE,High,Master Protein,O75390,"Citrate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=CS PE=1 SV=2",0,12.996,8,4,4,4,466,51.7,8.32,5.52,4,0,4312259.5,6.634704888,0.618665157,High,1,
FALSE,High,Master Protein,O14980,Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1,0,25.82,5,4,4,4,1071,123.3,6.06,10.71,4,0,4310012.375,6.634478517,0.618644049,High,1,
FALSE,Medium,Master Protein,Q86UP3,Zinc finger homeobox protein 4 OS=Homo sapiens OX=9606 GN=ZFHX4 PE=1 SV=1,0.039,1.377,0,1,3,1,3567,393.5,6.37,0,1,0,,,,High,1,Phospho [S3476]
FALSE,High,Master Protein,Q08945,FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1,0,25.4,10,6,6,6,709,81,6.87,6.89,6,0,4302785,6.633749646,0.618576084,High,1,
FALSE,High,Master Protein,P09012,U1 small nuclear ribonucleoprotein A OS=Homo sapiens OX=9606 GN=SNRPA PE=1 SV=3,0,9.173,10,2,2,1,282,31.3,9.83,5.25,2,0,4301849,6.633655162,0.618567274,High,1,Met-loss+Acetyl [N-Term]
